texture,drainage,moisture,organic_matter,compaction,water_retention,color,texture_code,drainage_code,moisture_code,om_code,compaction_code,retention_code,color_code,ph
silty,poor,wet,low,moderate,low,brown,3,2,2,0,1,0,2,6.34
sandy,good,wet,high,moderate,low,pale/white,0,0,2,2,1,0,0,5.89
sandy-loam,good,dry,high,loose,low,black/dark,1,0,0,2,0,0,4,5.48
loamy,moderate,dry,high,moderate,high,yellow/tan,2,1,0,2,1,2,1,6.07
clay-loam,good,wet,moderate,moderate,low,black/dark,4,0,2,1,1,0,4,6.63
clay,poor,dry,low,loose,low,brown,5,2,0,0,0,0,2,6.54
clay,poor,moderate,low,compacted,high,red,5,2,1,0,2,2,5,6.57
sandy-loam,moderate,wet,moderate,compacted,high,brown,1,1,2,1,2,2,2,6.15
loamy,good,moderate,high,loose,moderate,dark brown,2,0,1,2,0,1,3,6.92
clay,good,moderate,high,moderate,moderate,dark brown,5,0,1,2,1,1,3,6.49
silty,good,dry,high,moderate,moderate,pale/white,3,0,0,2,1,1,0,7.0
sandy-loam,moderate,dry,moderate,loose,high,red,1,1,0,1,0,2,5,6.33
clay,moderate,wet,moderate,loose,high,black/dark,5,1,2,1,0,2,4,6.59
sandy-loam,poor,wet,low,loose,moderate,red,1,2,2,0,0,1,5,6.13
clay-loam,good,wet,high,loose,moderate,black/dark,4,0,2,2,0,1,4,6.42
sandy,good,dry,high,loose,moderate,brown,0,0,0,2,0,1,2,6.05
sandy,poor,wet,high,loose,high,brown,0,2,2,2,0,2,2,5.5
clay-loam,moderate,moderate,low,moderate,high,yellow/tan,4,1,1,0,1,2,1,6.52
loamy,poor,moderate,low,moderate,high,red,2,2,1,0,1,2,5,5.87
silty,poor,moderate,moderate,loose,high,dark brown,3,2,1,1,0,2,3,6.33
clay,good,moderate,high,compacted,high,brown,5,0,1,2,2,2,2,6.8
sandy,good,dry,low,loose,low,brown,0,0,0,0,0,0,2,6.14
clay-loam,poor,dry,low,moderate,low,yellow/tan,4,2,0,0,1,0,1,6.19
silty,good,wet,low,loose,low,yellow/tan,3,0,2,0,0,0,1,6.97
sandy,good,dry,moderate,loose,moderate,dark brown,0,0,0,1,0,1,3,5.63
silty,moderate,wet,high,moderate,low,black/dark,3,1,2,2,1,0,4,6.2
sandy-loam,good,dry,low,moderate,high,yellow/tan,1,0,0,0,1,2,1,6.4
sandy,good,dry,high,moderate,high,pale/white,0,0,0,2,1,2,0,6.35
clay,good,wet,high,moderate,low,brown,5,0,2,2,1,0,2,6.95
